Name,Price,Discount,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Mafia II - PC,-1.0,-1.0,3.7,138,69,23,13,5,26,2K,Adventure_games,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"Players will be immersed in the Golden Era of America as Mafia II features tracks from some of the era's most influential artists
Through strong, authentic characterization and compelling narrative, the mature storyline will make you understand the pull and impossible escape of life in the Mob
Take part in car-to-car gunfights, hand-to-hand combat and gunplay, forming an intense and exciting experience
2K Czech's next-generation engine, allows gamers to travel from outdoor environments to intricately designed interiors without the need for loading times
The writing team from Mafia I returns to deliver another powerhouse script that portrays a tale of survival, camaraderie and the pitfalls of pursuing the American Dream",5,110
The Homefront: The Revolution - Freedom Fighter Bundle [Online Game Code],39.99,0.0,3.7,7,3,0,0,0,0,Dambuster Studios,Shooter_action_games,0,17,May,2016,Windows 8, Windows 7,0,PC,0,"Single-player / Co-op
Steamworks",2,4
Secrets of the East - PC,10.0,0.0,5.0,1,1,0,0,0,0,Valuesoft,PC,0,0,0,0,Windows XP,0,CD-ROM,Pc,0,"4 fun & addictive puzzle games
Ultimate Mahjogg
Ultimate Sudoku
Kakuro
Go",5,12
Remington Super Slam Hunting: Alaska [Download],6.99,0.0,3.6,27,13,2,2,3,4,Mastiff,Sports_games, Shooter_action_games,19,April,2011,0,0,0,PC,0,"Hunt the best game in Alaska: Bison, Moose, Lynx, and more!
Gear up with 20+ real, licensed weapons and accessories from Remington, Magnum, and Wiley X and more!
Over a hundred medals, achievements, and trophies just waiting to be earned.
1-4 player Co-Op & Multiplayer - Any level can be multiplayer in one of the first truly Co-Op Hunting Games!
Hunt snowy forests, open planes, autumn fields",5,67
Law & Order: Dead on the Money - PC,-1.0,-1.0,3.7,39,19,5,5,5,5,Vivendi Universal,Action_games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Sold as 15/Box.
1"" capacity on both sides of dividers.
Sturdy Tyvek gussets for expansion.
2/5 cut top tabs, right of center.",4,22
Vampire: The Masquerade - Bloodlines 2 [Online Game Code],59.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Paradox Interactive,Role_playing_games,0,31,December,2022,Windows,0,0,PC,0,"Seattle has been under Kindred rule since the 1850s. While the city has changed, you can use the Bloodlines 2: First Blood Pack to go back to a darker, bloodier time.
Pre-Order Vampire: The Masquerade - Bloodlines 2 today for exclusive early access to the First Blood Pack, delivered at Day 1.",2,52
Infected: The Twin Vaccine [Download],6.89,0.0,3.9,16,8,2,2,1,1,ScreenSeven,Seek_and_find_games,0,24,June,2014,Windows Vista, Windows 8,0,PC,0,"220+ Scenes to Navigate.
New Unique Hidden Object Mode
HD Widescreen Mode: See more action!
Real world locations
Customizable Difficulty to set challenges how you like them.",5,27
Guild Wars 2: End of Dragons Deluxe [Online Game Code],54.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,NCSOFT,Role_playing_games,0,28,February,2022,Windows 8.1, Windows 7,0,PC,0,"PRE-ORDER and receive a Flame Serpent Weapon Chest, Shing Jea Mosaic Cape, and Prodigy of Shing Jea Title
Shared Inventory Slot & Max Level Boost
Additional Character Slot
Shing Jea Dragon Boat Skiff Skin
Canthan Raptor Skin & Identity Repair Kit",5,41
Monster Minis Extreme Off-Road Demo [Download],-1.0,-1.0,3.0,10,1,1,3,1,2,Mindwedge,Racing_games,0,24,July,2012,0,0,0,PC,0,0,0,0
Nancy Drew: The Shattered Medallion - Multiple (Windows and Mac): select platform(s),14.95,5.04,4.6,152,118,12,10,4,4,Her Interactive,Adventure-game-genre,0,0,0,0,Macintosh, Windows Vista,DVD-ROM,Windows,0,"Take on Teams of Competitive Contestants! Collect medallion pieces by beating other reality TV teams in a series of contests
Quiet on the Set! The producer areas are VERY off limits, but solving puzzles will get you inside the mines and even an undersea submersible
Forge Alliances or Betray Allies! It's your choice. Just remember that some contestants bend rules-others won't hesitate before breaking them
Take a Squiz at the Kiwi Way of Life! Play mini games and learn about New Zealand plants, geography and native Maori words
Select Difficulty Levels! Compete at Amateur or Master Sleuth level and erase any mistakes without starting over",5,105
Walk In Closet - Hidden Object Game [Download],1.99,0.0,4.0,3,2,0,0,0,0,Big Leap Studios PVT. LTD.,Puzzle_games,0,1,November,2014,Windows Vista, Windows XP,0,PC,0,"10 Fun Levels
40 Objects Per Level
400 Hidden Objects to Find
100 Achievements to Unlock and Stars to Earn",4,20
NASCAR Racing 3 - PC,-1.0,-1.0,4.4,18,11,3,3,0,0,Vivendi Universal,Action Games, Racing-game-genre,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
Amnesia: The Dark Descent - PC,-1.0,-1.0,4.4,178,133,17,8,7,10,ValuSoft,Horror_action_games,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,"This refurbished product is tested and certified to work properly. The product will have minor blemishes and/or light scratches. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, and may arrive in a generic box.",1,44
Dinosaur Battles (Jewel Case),16.99,0.0,4.0,1,0,1,0,0,0,Knowledge Adventure,Childrens Early Learning Software,0,0,0,0,Windows 2000,0,CD-ROM,Pc,0,"Become the Dinosaur Fighting Champion! (Ages 7 and Up)
Create and command authentic dinosaurs to fight vicious enemy dinosaurs!
Customize different dinosaurs with thousands of fighting power combinations
Fight in 3-D battles across six huge, ever-changing levels, including ruined jungle labs, impenetrable swamps, desolate mountain peaks, and giant steel pyramids
Windows XP, Vista, 7, 8 compatible",5,56
The Witcher 2: Assassins of Kings,-1.0,-1.0,4.6,314,257,18,15,9,9,Atari,Fantasy_strategy_games,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"New system of Mutagens gives you the ability to modify the effects of particular skills
An engrossing, mature storyline defining new standards for realistic, non-linear game narration
Enhanced RPG Experience for deeper story and role-playing Extensive non-linearity, unique inter-connected quest-lines and greatly enhanced characters
You could enhance and modify the way your spells work, by multiplying the damage - be it greater amount, or dealing with more enemies at the same time
Advanced new customization mechanics vastly increased the possibilities for you to modify your weapons, armor and spells",5,89
Sherlock Holmes: Crimes & Punishments - Windows,8.95,0.0,3.5,31,6,11,6,3,3,Maximum Games,Adventure-game-genre,0,0,0,0,Windows Vista, Windows 8,"CD-ROM, DVD-ROM",Pc,0,"Gather clues and interrogate suspects (failure to find all clues could lead to imprisoning the wrong person!)
Lead 6 intense investigations, each with a variety of people and places involved
Use Sherlock's skills to examine countless details within each scene
Write your own story with a variety of moral choices and outcomes",4,52
Agents of Mayhem: Total Mayhem Bundle [Online Game Code],43.4,0.0,-1.0,-1,-1,-1,-1,-1,-1,Deep Silver,Shooter_action_games,0,15,October,2017,Windows 8.1, Windows 8,0,PC,0,"Agents of MAYHEM is the latest open-world, third-person action game from the creators of the Saints Row franchise!
In Agents of MAYHEM, you run a no-holds barred operation against a shadowy super-villain organization known only as LEGION and their mysterious leader, the Morningstar.",2,43
Assassin's Creed III - PC,39.95,0.0,4.3,244,165,36,9,9,21,Ubisoft,Adventure-game-genre,0,0,0,0,Windows NT, Windows XP Home Edition,CD-ROM,Pc,0,"As a Native American assassin, eliminate your enemies with guns, bows, tomahawks, and more!
From bustling city streets to the chaotic battlefields, play a critical role in the most legendary events of the American Revolution including the Battle of Bunker Hill and Great Fire of New York.
Experience the truth behind the most gruesome war in history: the American Revolution.
Introducing the Anvil Next game engine, the stunning new technology that will revolutionize gaming with powerful graphics, lifelike animations, immersive combat, and advanced physics.",4,84
Nancy Drew: Alibi in Ashes [Mac Download] [Download],6.99,0.0,3.0,114,47,6,7,5,46,Her Interactive,Adventure_games,0,15,April,2012,Mac OS X, Mac OS X 10.5 Leopard,0,Mac,0,0,0,0
Batman: Arkham Asylum - PC,-1.0,-1.0,3.8,203,117,16,18,8,42,WB Games,Action-game-genre,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"Face off against Gotham's greatest villains including The Joker, Harley Quinn, Victor Zsasz and Killer Croc.
Become the Invisible Predator with Batman's takedowns and unique vantage point system to move without being seen or utilize the unique FreeFlow combat system to chain together unlimited combos and battle with huge groups of the Joker's henchmen.
Choose multiple takedown methods, including swooping from the sky and smashing through walls, and use the predator camera get a closer look at the action.
Explore every inch of Arkham Asylum and roam freely on the infamous island, presented for the first time ever in its gritty and realistic entirety.
Experience what it's like to be Batman using explosive gel aerosol, the Batclaw, sonar resonator and the line launcher.
An activation key will be provided inside the box for GamesForWindows Live use. Each game (on all platforms) will have its own unique activation key.",6,148
Batman: Arkham Asylum - PC,-1.0,-1.0,3.8,203,117,16,18,8,42,WB Games,Action-game-genre,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"Face off against Gotham's greatest villains including The Joker, Harley Quinn, Victor Zsasz and Killer Croc.
Become the Invisible Predator with Batman's takedowns and unique vantage point system to move without being seen or utilize the unique FreeFlow combat system to chain together unlimited combos and battle with huge groups of the Joker's henchmen.
Choose multiple takedown methods, including swooping from the sky and smashing through walls, and use the predator camera get a closer look at the action.
Explore every inch of Arkham Asylum and roam freely on the infamous island, presented for the first time ever in its gritty and realistic entirety.
Experience what it's like to be Batman using explosive gel aerosol, the Batclaw, sonar resonator and the line launcher.
An activation key will be provided inside the box for GamesForWindows Live use. Each game (on all platforms) will have its own unique activation key.",6,148
Sacred Gold [Download],9.99,0.0,3.8,36,20,3,2,2,6,Strategy First,Role_playing_games,0,9,December,2009,Windows XP,0,0,0,Single and Multiplayer,"Hundreds Of Unique Weapons, Armors & Set Items.
Choose From 8 Heroic Characters.
Over 30 Main Quests And 200 Sub-Quests.
Online play is not enabled.",4,25
Return of the Arcade: 20th Anniversary Edition with Ms. Pac-man,-1.0,-1.0,3.9,22,11,2,3,2,2,Microsoft,Arcade_games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Ms. Pac-Man
Pac-Man
Pole Position
Galaxian
Dig-Dug",5,7
Nancy Drew: The Haunting of Castle Malloy - PC,-1.0,-1.0,4.5,278,208,33,13,8,13,Her Interactive,Adventure-game-genre,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,"Explore the castle grounds, but beware of ghostly surprises.
Plan an Irish wedding, including seating and flowers.
Visit the Inn to play arcade games and make smoothies.
Immerse yourself in Irish culture.",4,32
Vacation Quest: Australia - PC,-1.0,-1.0,4.5,179,137,14,8,7,8,PopCap,Seek_and_find_games;puzzle_games,0,0,0,0,Windows;Windows 7;Windows Vista,0,CD-ROM,Windows;PC,0,"Find over 2,200 hidden objects
Explore 28 Australian settings
Play three game modes: Vacation Quest plus two bonus game modes
Solve 7 unique mini-games: Jigsaw, Match-3, Mahjong and more",4,29
The Elder Scrolls Online: Greymoor Physical Collector’s Edition Upgrade - PC,-1.0,-1.0,4.5,66,50,5,3,2,3,Bethesda,Adventure-game-genre,0,0,0,0,Windows 8,0,DVD-ROM,PC,0,"Includes The Elder Scrolls Online: Greymoor Upgrade, including the Greymoor chapter content and all in-game rewards contained in the Digital Collector's Edition
Also included: Vampire Lord Statue, set of four Collector's Coins, Exclusive Steelbook, Map of Western Skyrim, and one month of ESO+
Explore Western Skyrim - Venture through an iconic land, 1,000 years before the events of the Elder Scrolls V: Skyrim. Explore the unforgiving homeland of the Nords, both above and below ground
Survive Harrowstorms: Expel horrifying supernatural storms that plague the people of Skyrim
Year-long gothic saga: ESO once again delivers a new story that builds with each quarterly release
THE BASE IS GAME NOT INCLUDED IN THIS COLLECTOR’S EDITION; This is an upgrade, and the Elder Scrolls Online base game is required to access this upgrade",6,130
Magic Spheres,18.99,0.0,5.0,6,6,0,0,0,0,CASUALARCADE GAMES,Arcade Games,0,0,0,0,Windows,0,CD-ROM,PC,0,"Make magical matches to break the sorcerer's spell!
Match the bubbles by color to break the spell and free the prisoners.
Entertaining special bonuses can give your matching abilities an extra boost.
Quick play game modes. Screensaver mode.
Windows XP, Vista, 7, 8 compatible",5,44
Agatha Christie: And Then There Were None - PC,-1.0,-1.0,4.1,52,32,6,4,4,4,Dreamcatcher,Adventure Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Video game based on the best-selling murder mystery by Agatha Christie
Challenging murder mystery with over 20 hours of engrossing gameplay
Breathtaking third-person graphics that truly immerse the player
New twist and turns to the original story, plus a brand new character--you
Developed by veteran studio AWE and designed by famed author Lee Sheldon",5,54
The Curio Society: New Order [Download],9.99,0.0,4.0,5,2,1,0,0,0,ScreenSeven,Seek_and_find_games,0,10,April,2017,Windows Vista, Windows 8,0,PC,0,"Solve an intricate Hidden Object crime case
Master dozens of tricky riddles and logic puzzles
Switch between Hidden Object scenes and fast-paced Match-3 levels
With even more puzzles and fun, the sequel to The Curio Society: Eclipse Over Mesina starts right where the first part left off!",4,47
BRAND NEW Learning Company Oregon Trail 5th Edition Jewel Case Swollen Dreams Fears Adventures Rivers,-1.0,-1.0,3.4,74,32,6,9,6,17,Learning Company,Adventure-game-genre,0,0,0,0,Windows 95/98/ME/2000/XP and later, Macintosh/Apple,CD-ROM,"Pc, Mac",0,"If you have not opened the item, you can return the product to us for refund, credit or replacement within 30 days.
Satisfaction Ensured.
You l have to strategize and make quick decisions.
And they l have to be right.
Manufactured to the Highest Quality Available.",5,46
BRAND NEW Learning Company Oregon Trail 5th Edition Jewel Case Swollen Dreams Fears Adventures Rivers,-1.0,-1.0,3.4,74,32,6,9,6,17,Learning Company,Adventure-game-genre,0,0,0,0,Windows 95/98/ME/2000/XP and later, Macintosh/Apple,CD-ROM,"Pc, Mac",0,"If you have not opened the item, you can return the product to us for refund, credit or replacement within 30 days.
Satisfaction Ensured.
You l have to strategize and make quick decisions.
And they l have to be right.
Manufactured to the Highest Quality Available.",5,46
Sniper: Ghost Warrior - PC,-1.0,-1.0,3.6,120,52,26,8,6,26,CI Games,Shooter_action_games,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"As a Ghost Warrior, an elite sniper in a highly trained special ops unit, your unique skills in the art of stalking, target detection, surveillance and shooting accuracy will determine mission success.
The current government of a US backed small-island nation has been overthrown by a hostile military regime and your specialized sniping skills are needed to bring order back to the small island nation.
Defend your perimeter with Claymore mines, demolish enemy outposts with C4 charges and make silent kills with throwing knives.
Realistic ballistics system measures bullet trajectory, bullet drop and environmental effects such as wind, fog and rain.
Pull off the perfect headshot and watch your bullet strike the enemy with pin-point accuracy in Bullet Cam mode.",5,120
Golden Trails 2: The Lost Legacy Hidden Object Pc Game.,-1.0,-1.0,4.3,2,0,1,0,0,0,0,Adventure Games,0,0,0,0,Windows XP/Vista/8,0,CD-ROM,0,0,0,0,0
Hyperdimension Neptunia Re;Birth Limited Edition Trilogy Pack,39.99,0.0,4.1,38,22,4,3,4,2,Retroism,Role-playing-game-genre,0,0,0,0,Windows 8, Windows 7,CD-ROM,PC,0,"Collector’s Card with Digital Keys (Steam) for the Hyperdimension Neptunia Re;Birth trilogy, along with 15 DLCs!
Hyperdimension Neptunia Re;Birth2 Soundtrack CD - Featuring 15 tracks that will take you on a musical journey through the world of Gamindustri
Hyperdimension Neptunia Re;Birth3 Art Book-32 pages of character art, illustrations, and more, this art book is sure to satisfy your Neptunia love!
Collector’s Box - All limited edition items will be packaged into a sturdy box
Enhanced graphics for much smoother gameplay and experience than the original console versions",5,87
Sid Meier's Civilization IV: Gold Edition - PC,-1.0,-1.0,3.6,143,58,24,28,7,24,2K,Military and Historical Strategy Games,0,17,July,2007,Windows XP,0,0,Pc,0,"The ultimate strategy game, offering players the chance to lead their chosen nation from the dawn of man through the space age
Build the most powerful empire and become the greatest ruler the world has ever known
Civilization comes to life in a beautifully detailed, living 3D world--with all-new easy-to-use mod capabilities and intense multiplayer modes and options
Includes both Civilization IV and the combat-focused Warlords Expansion Pack
Gold Edition bonus items include fantasy-style poster, behind-the-scenes DVD, tech-tree poster, and Civilization IV manual",5,83
MADDEN NFL 21 - MUT 5850 Points Pack - PC [Online Game Code],49.99,0.0,2.9,6,2,0,0,0,3,Electronic Arts,Sports_games, Sports_and_outdoors_games,25,August,2020,Windows 10,0,0,PC,0,"Play - Hone your skills with Ultimate Team Challenges and go all out in different competitive modes to receive rewards that you can apply to your Ultimate Team campaign.
Collect - As you play, earn rewards like Mut Coins and packs to finesse your depth chart via strategic decisions.
Upgrade - Use rewards to build and upgrade your Ultimate Team. Flex your custom fantasy roster on the competition and showcase your creativity on the field.",3,75
Big Kahuna Reef - PC,-1.0,-1.0,3.8,12,4,3,0,3,0,Mumbo Jumbo,Puzzle Games,0,0,0,0,Windows XP Home Edition, Windows XP Professional Edition,CD-ROM,Windows,0,"150 liquid levels
Level editor
Screen saver
3 game modes, including the revolutionary Mouse Party mode, where you can play with friends.",4,22
Lost Lands: Ice Spell [Download],9.99,0.0,3.9,4,2,0,0,0,1,ScreenSeven,Seek_and_find_games,0,19,April,2018,Windows 8.1, Windows Vista,0,PC,0,"A gripping story that will give you the creeps
Frosty Hidden-Object puzzles, icy mini games, new challenges
Amazing locations covered in snow and ice
Find out more about the Lost Lands and its history with the successful forerunner ""Lost Lands: The Wanderer""",4,42
The Sims: Complete Collection - PC,-1.0,-1.0,4.2,448,322,26,31,13,49,Electronic Arts,Artificial_life_simulation_games,0,0,0,0,Windows XP,0,CD-ROM,Pc,0,"The phenomenon that started it all! Completely build and customize your Sims' homes, decide their career paths and romances, and choose from hundreds of items to keep them happy. Their lives are in your hands.
Livin' Large gives your Sims the wild life! A wider range of objects and styles allows even the most timid Sim to cut loose and live it up.
House Party lets you throw the ultimate theme party. Engage in new group activities, and rock the house with different music and dance styles.
Vacation you'll choose whether your Sims will spend the weekend at a beach resort, rough it in the woods, or chill out in a winter wonderland.
Hot Date takes you from candlelit romance to cuddling on the couch. Let your Sims enjoy downtown delights as their relationships heat up.",5,136
Tales of Vesperia: Definitive Edition [Online Game Code],49.99,0.0,4.0,4,2,1,0,0,0,BANDAI NAMCO Entertainment,Action_games,0,11,January,2019,Windows,0,0,PC,0,"A BELOVED TALE RETURNS! — The tale of a young hero on a quest for justice that captivated Tales fans returns to Xbox and makes its way for the ﬁ rst time to PlayStation 4, Nintendo Switch, and Steam!
EVERYTHING IN ONE EDITION! — Dive into the Deﬁ nitive version of this game with updated full HD graphics, brand-new music tracks, exciting mini-games, bosses, and a collection of unreleased costume DLC!
THE PARTY GROWS STRONGER! — Yuri sets sail on his adventure with Estelle, a young noble woman; Karol; a boy in pursuit of a guild to call his own; Rita, an eccentric scholar; Raven, a laid-back archer; Judith, a mysterious dragoon; and Repede, a pipe-smoking dog… and now two more playable characters join the fray!
FIGHT WITH FLAIR! — Assemble your favorite team and enjoy exciting real-time battles with all new Mystic Artes and skills!",4,146
Hoyle Card Games 2004 - PC,-1.0,-1.0,3.5,32,11,6,4,6,3,Sierra,Casino-game-genre,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Test yourself against 12 characters, each with their own unique strengths and strategies
Create your own identity in the game with the unique Facemaker option
Hone your skills with the adjustable difficulty levels
Games include - Bridge, Canasta, Crazy Eights, Gin Rummy, Pinochle, Skat and Poker
Also includes Hearts, Cribbage, Old Maid, Memory Match, Go Fish, Pitch and Euchre",5,59
Microsoft Pandora's Box - PC,-1.0,-1.0,4.2,76,49,8,9,4,4,Microsoft,Puzzle_games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
Who Wants to Be a Millionaire: Third Edition - PC/Mac,20.98,0.0,3.3,27,5,8,5,2,3,Disney Interactive Studios,Trivia_games,0,23,May,2001,0,0,CD-ROM,Mac;pc,0,"This new version features over 600 mind-boggling new questions
Once you've answered all of them, you can download even more
Play solo or tackle your friends
You can even handle the really tough questions as a team
15 new phone-a-friends to choose from",5,43
Zombie Shooter 2 [Download],9.99,0.0,3.6,14,6,1,1,1,1,Sigma Team,Action_games, Shooter_action_games,18,November,2009,0,0,0,PC,0,0,0,0
Diablo,99.98,0.0,4.1,154,93,24,10,10,15,Blizzard Entertainment,Adventure Games,0,0,0,0,Windows 95/98/Mac System 7.5/Mac OS 8.0,0,CD,PC,0,"Features: * Explore a 3D world of dark gothic fantasy. * Choose from a Warrior, Rogue, and Sorceror, each with unique abilities. * Compete over the Internet with FREE access to Blizzard's gaming service. * SVGA gameplay and rendered cinematic sequences bring the horror to life * Unite to destroy Diablo - up to 4 players via Internet or network, or play head-to-head via modem or direct link. * Unprecedented replayability - Diablo creates a unique labyrinth every time you play. * Spine-chilling SVGA graphics, 3D modeled characters and real-time lighting effects. Windows System Requirements: * Windows 95, 98, Me, NT, XP * Pentium 60MHz processor * 8MB of RAM (16MB of RAM for Multiplayer) * 2X CD-ROM Drive * Windows 95/98/Me/NT/XP sound card * Note: Also tested to work on Windows Vista * SVGA Video Card (Direct X compatible) * Microsoft Compatible Mouse Macintosh System Requirements: * System 7.5 to 9.x * Power Macintosh or compatible * 16MB of RAM with Virtual Memory (32MB recommended) * 640x480 resolution, 256 color * 2X CD-ROM. Drive",1,175
RollerCoaster Tycoon 3: Platinum [Download],19.99,0.0,4.3,174,125,15,6,6,19,Atari,Action_games,0,12,March,2008,Windows XP, Windows,0,PC,0,"Grab a front seat for the ride of your life with the jaw-dropping Coaster Cam.
See every detail in stunning 3D with fully controllable park cameras.
Cope with changing weather patterns and enjoy beautiful vistas, sunsets, moonlight, and more.
Experience the latest extreme coasters and heart-pumping rides! Live Every spine tingling detail in stunning 3-D with fully controllable cameras.
Spice up any backgrounds, rides, fireworks display and laser light shows with your own music.",5,74
EverQuest - PC,-1.0,-1.0,3.3,43,13,7,7,7,7,Sony,Role_playing_games,0,0,0,0,Windows 95, Windows 98,CD-ROM,Pc,0,0,0,0
Fallout 3 Game Add-On Pack: The Pitt and Operation Anchorage - PC,-1.0,-1.0,3.6,56,25,9,6,5,10,Bethesda,Shooter-action-game-genre,0,0,0,0,Windows Vista, Windows XP,"DVD-ROM, CD-ROM",PC,0,"REQUIRES FALLOUT 3
Adds hours of extended gameplay to explore the Alaskan tundra with a new or existing character
Discover new side quests and subtle plot elements and determine your path in this place where nothing is ""right"" or ""wrong""
Gain access to new weapons, exotic armor, and items... like the AutoAxe and Chinese Stealth Suit
Exclusive new perks and achievementsExplore an entire new area - the post-apocalyptic ruins of Pittsburgh, Pennsylvania, known as The Pitt!",5,76
A Plague Tale: Innocence - [PC Online Game Code],44.99,0.0,4.7,6,4,1,0,0,0,Focus Home Interactive,Action_games,0,14,May,2019,Windows 8, Windows 7,0,PC,0,"A dark third-person adventure set in plague-ridden France
Guide siblings Amicia and Hugo through medieval France as you evade deadly foes, both human and rat, and develop their bond through a strong, emotional story.
Elude the gigantic swarms of rats to keep yourself alive, but manipulating the horde may also provide assistance against the Inquisition.
Darkness is both friend and foe, hiding you from the Inquisition, but exposing you to the rats. Decide how to best use it, and your trusty slingshot, to survive.
Breathtaking visuals combine with an enthralling score by industry veteran to bring a nightmarish vision of the middle ages.",5,103
Dungeon Master II: The Legend of Skullkeep - PC,19.89,0.0,2.8,7,1,1,1,0,3,Interplay,Adventure Games,0,0,0,0,PC,0,CD-ROM,"Pc, Commodore Amiga",0,works great,1,2
Commandos 3: Destination Berlin,28.99,0.0,3.7,25,11,2,7,2,2,Square Enix,Strategy Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Lead your six-man team across three extensive campaigns -- from Normandy to Central Europe to Stalingrad
Use your men wisely -- they allhave unique skills, and you'llneed to know who to use for each challenge
All-new environments and dynamic mission objectives that will keep your squad on their toes
great new tutorial system prepares you and gets your team ready for action
Exciting multplayer deathmatch for up to 12 players",5,70
Awakening: Moonfell Wood,16.95,3.04,3.8,60,36,5,3,5,10,Big Fish,Adventure Games,0,0,0,0,Windows,0,CD-ROM,PC,0,"Help solve the mystery by uncovering the secrets of the forest.
Reveal the destiny of a princess
Incredible graphics
Fantastic gameplay
Windows XP, Vista, Win 7, Win 8 compatible",5,29
