Name,Price,Discount,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Sweet Home pc game by Code Pink / a Manga Gamer release,-1.0,-1.0,5.0,1,1,0,0,0,0,0,Visual Novel,0,0,0,0,Windows 8, Windows 7,DVD-ROM,Windows,0,0,0,0
Big City Adventure: Paris [Download],6.89,0.0,4.0,74,42,11,4,2,11,ScreenSeven,Seek_and_find_games,0,4,June,2014,Windows Vista, Windows 8,0,PC,0,"Visit romantic Paris in the latest chapter of the hit classic hidden object series
Find thousands of hidden objects and earn fun mementos representing each of the locations you visit
119 rounds of fun: 60 rounds of treasure hunting, plus an additional 59 rounds of exciting mini-games that guide you to your next destination
Play 10 unique mini-games along the way, including Match-2, Mahjong, Jigsaw, Word Search, and more
6 different types of Bonus Coins to help you uncover the hidden items (hint, fast forward, 2 types of time bonus and 2 types of score bonus)",5,96
LEGO Batman - PC,12.14,0.0,4.4,80,53,11,10,2,2,WB Games,Adventure-game-genre,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,Pc,0,"Play as Batman, Robin or more than 12 dastardly villains, all in their quirky LEGO form
Master special superhero power-suits and the new moves that come with them, while building and using gadgets and weapons unique for each of the characters
Build and take control of favorite vehicles like the LEGO Batmobile, LEGO Batboat and LEGO Batwing
Customize your characters, build and transform the game environment, and challenge yourself with multi-layered collectibles and rewards",4,74
Labyrinths of the World: Shattered Soul [Download],6.89,0.0,3.5,21,7,4,2,2,3,ScreenSeven,Seek_and_find_games,0,8,April,2016,Windows Vista, Windows 8,0,PC,0,"Get ready for an exciting Hidden-Object adventure
Explore four fantastic worlds
Solve tricky riddles and challenging minigames
Save your sister's soul and stop a mad scientist",4,26
Comanche Standard - PC [Online Game Code],19.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,THQ Nordic,Action_games, Shooter_action_games,26,August,2021,Windows 10,0,0,PC,0,"Fight in the evolving single player campaign and make a difference in a conflict of global proportions.
Complete different objectives, earn medals for special tasks, and learn about Tellus Task Force's world, the part of IJTF. Each medal provides its challenge, so prepare to test your skills!
Compete with other Comanche players from all around the world in explosive team-based multiplayer modes!",3,62
CSI: New York The Game,14.99,0.0,4.3,80,56,8,4,6,4,Ubisoft,Adventure_games,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,"Solve Crimes In The Big Apple - Finally, CSI fans can experience the world, characters and mysteries of CSI - NY. Piece together clues and uncover hidden evidence in the biggest city in America. Explore five brand-new, bizarre crimes and bring suspects to justice
Play As The Stars - take on the role of CSI stars as you play the characters of Detectives Mac Taylor and Stella Bonasera
More Accessible Gameplay - A moody graphic-novel art style and more user-friendly interface will assure accessibility and hours of replay for all types of gamers. Improved gameplay includes new mechanics for conversations, blood work, computer use and more
Control Interrogations and use evidence to reveal a suspect's lies - Take part in dramatic interrogations, and create atmospheric reenactments while exploring grisly crime scenes inspired by the show
Dig Deeper With Mini-Games - Includes an incredible variety of mini-games, including code breaking, facial reconstruction, identify locations from photos, triangulate shooter locations, manipulate the X-Ray scanner, physics simulation reconstructions, identify poisons, compare samples for differences, Internet searching and more",5,175
Generation Zero - PC Standard Edition,31.68,0.0,4.5,123,91,14,6,7,2,THQ Nordic,Action and Adventure|First Person Shooter,0,0,0,0,Windows 8, Windows 7,DVD-ROM,PC,0,"Go it alone, or team-up with up to three friends as you collaborate and combine your unique skills to take down enemies. As you shape your appearance and load-out, your gameplay experience will also evolve
All enemies are persistently simulated in the world, and roam the landscape with intent and purpose. When you manage to destroy a specific enemy component, be it armor, weapons or sensory equipment, the damage is permanent;Genre: Action and Adventure|First Person Shooter
Experience a full day/night cycle with dynamic weather effects like snowfall, rainstorms and violent winds, all simulated through the award-winning open world engine Apex
Among the loot, you will find outfits and hairstyles to recreate your favorite 1980s style to take on the machines in style
Some enemies are too powerful to attack head-on. Instead, adopt stealth tactics by moving silently, exploiting the enemy's senses and using the environment to your advantage",5,148
Airport Tycoon (Jewel Case) - PC,-1.0,-1.0,2.7,5,1,0,0,0,2,Global Star Software,Flight_simulation_games,0,0,0,0,Windows NT, Windows 95,CD-ROM,Pc,0,0,0,0
Sweet Home pc game by Code Pink / a Manga Gamer release,-1.0,-1.0,5.0,1,1,0,0,0,0,0,Visual Novel,0,0,0,0,Windows 8, Windows 7,DVD-ROM,Windows,0,0,0,0
World of Warcraft - PC/Mac,-1.0,-1.0,4.3,256,166,33,33,12,10,Blizzard Entertainment,Role-playing-game-genre,0,0,0,0,Unix, Windows Vista,CD-ROM,"Pc, Linux, Mac",0,"World of Warcraft Game
Includes Expansion Packs: The Burnings Crusade, Wrath of the Lich King, Cataclysm, and Mists of Pandaria
30 days of free game time included
Includes levels 1 through 90
Subscription, Internet connection, and Battle.net registration required",5,39
Tokyo Dark: Collector's Edition [Online Game Code],24.9,0.0,4.7,2,1,0,0,0,0,"Square Enix, Inc.",Adventure_games,0,7,September,2017,Windows 8.1, Windows 8,0,PC,0,"The S.P.I.N (Sanity, Professionalism, Investigation, Neurosis) system keeps track of every decision you make, changing how other characters react and the actions available to you.
A deliciously dark delve into the world beneath Tokyo, that will leave you questioning each and every decision.
A branching narrative that delivers 11 exciting endings.
A NewGame+ mode that positions you at the fork of each of Tokyo Dark's 11 endings.
Beautifully animated sequences produced by Graphinica - a world class anime studio.",5,79
Call of Duty: Game of the Year Edition - PC,-1.0,-1.0,3.9,334,183,63,16,13,56,ACTIVISION,Action Games,0,29,October,2003,Windows ME, Windows XP,0,Pc,0,"Play as part of a well-trained squad in this first-person, action game
Delivers the gritty realism and cinematic intensity of WW II's epic battlefield
Experienced through the eyes of citizen soldiers and unsung heroes
Authentic squad movements and tactics
Each soldier's distinct personality and training comes out on the battlefield",5,50
Compass Games Fulda Gap: The Battle for The Center,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,Compass Games,Science Fiction,0,0,0,0,0,0,0,0,Science Fiction,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Complexity: Medium-High
1 Turn = 2 Hours / 500 Meters/Hex
1 or 2 Players | Ages 14+ | 2-50 Hours Playing Time
Suitability for Solitaire = High",8,50
Dungeon of the Endless - Crystal Edition [Online Game Code],11.99,5.85,-1.0,-1,-1,-1,-1,-1,-1,SEGA,Action_games,0,27,October,2014,OS X 10.8 Mountain Lion, Windows 8.1,0,"PC, Mac",0,"Play Dungeon of the Endless on PC and Mac.
Adds “The Library” spaceship that unlocks a new mode for the game.",2,21
LEGO Batman - PC,12.14,0.0,4.4,80,53,11,10,2,2,WB Games,Adventure-game-genre,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,Pc,0,"Play as Batman, Robin or more than 12 dastardly villains, all in their quirky LEGO form
Master special superhero power-suits and the new moves that come with them, while building and using gadgets and weapons unique for each of the characters
Build and take control of favorite vehicles like the LEGO Batmobile, LEGO Batboat and LEGO Batwing
Customize your characters, build and transform the game environment, and challenge yourself with multi-layered collectibles and rewards",4,74
Star Trek - Legacy - PC,-1.0,-1.0,4.2,163,105,19,13,9,14,Bethesda,Fantasy Strategy Games,0,5,December,2006,Windows XP,0,0,Pc,0,"Epic game of Starfleet combat covering the entire Star Trek Universe
Become the Admiral and lead a fleet to victory in large-scale battles
Choose ships, equipment, and captains; 60+ ships and 4 races
Dynamic 3-D battlefields; detailed weapon effects and damage modeling
Single-player Federation campaign spanning 3 full epochs",5,49
NASCAR The Game 2013 [Online Game Code],19.99,0.0,3.9,41,22,5,4,3,5,Eutechnyx,Racing_games,0,21,June,2013,0,0,0,PC,0,0,0,0
F.E.A.R. Platinum Collection: The Complete Trilogy - PC,-1.0,-1.0,3.9,38,17,10,3,3,3,Vivendi Universal,Shooter Action Games,0,6,November,2007,Windows XP, Windows Vista,0,"PC, Linux",0,"F.E.A.R. - where it all began: A paramilitary force infiltrates a multi billion dollar aerospace compound taking hostages, but issuing no demands. With U.S. Special Forces in over their heads, the Commander in Chief turns to his final option: you.
F.E.A.R.Extraction Point Expansion Pack takes you to the next chapter ¿ now Alma is looking for retribution!
In F.E.A.R Perseus Mandate, uncover the mystery that surrounds Armacham and the truth behind the Perseus Project",3,74
Omar Sharif Bridge 2 - PC,-1.0,-1.0,3.0,15,3,3,3,3,3,Global Star Software,Casino-game-genre,0,0,0,0,Windows XP,0,CD-ROM,Pc,0,"Play any position - your choice of North, South, East or West
Select the form of bridge you're most comfortable with - ACOL, 5 Card Major or Standard American
Advanced bidding system for easier play
Browse the database of over 100 bridge hands, for playing hints
Special option for beginners - Choose to see any card face up",5,58
Spiderman (Jewel Case) - PC,-1.0,-1.0,4.5,23,17,2,1,0,1,ACTIVISION,Adventure Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"PC CD ROM
Action / Adventure
Fantasy
Fighting
first person",5,10
The Agency of Anomalies 2 Game Pack CINDERSTONE ORPHANAGE + LAST PERFORMANCE Hidden Object PC Game,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,Encore,Adventure Games,0,0,0,0,0,0,0,PC,0,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
This refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, and may arrive in a generic box",5,61
The Agency of Anomalies 2 Game Pack CINDERSTONE ORPHANAGE + LAST PERFORMANCE Hidden Object PC Game,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,Encore,Adventure Games,0,0,0,0,0,0,0,PC,0,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
This refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, and may arrive in a generic box",5,61
Nancy Drew: Ghost of Thornton Hall - PC/Mac,21.88,0.0,4.7,165,135,14,4,4,4,Her Interactive,Adventure-game-genre,0,0,0,0,Macintosh, Windows Vista,DVD-ROM,"Pc, Mac",0,"Solve Two Mysteries: Expose the fate of Jessalyn Thornton and unveil the truth about a family ghost
Take on the Scariest Nancy Drew Case Ever Explore crypts and graveyards and uncover moving statues, sliding panels and secret passages
Examine Multiple Motives Under a Full Moon Uncover old secrets and divulge new motives among the Thornton friends and family
Unravel Perplexing and Spooky Puzzles Reveal shocking evidence and critical clues buried beneath the spooky ruins
Track Your Trophies Verify your unlocked achievements on the new trophy menu display",5,87
Bejeweled 2,-1.0,-1.0,4.1,284,176,34,22,14,36,PopCap Games,Board Games,0,30,May,2007,Windows XP,0,0,Pc,0,"Stunning 3D special effects and higher resolutions
Awe-inspiring planetary backdrops
Four ways to play: Classic, Action, Puzzle & Endless
Explore a galaxy of hand-crafted brain-teasers in Puzzle mode
Play for eternity and collect jewelry in relaxing Endless mode",5,38
Forbidden Secrets: Alien Town Collector's Edition [Download],9.99,0.0,4.0,13,7,1,2,0,1,Alawar Entertainment,Seek_and_find_games,0,3,April,2017,Windows 8.1, Windows XP,0,PC,0,"96 atmospheric locations!
40 mind-bending mini-games!
13 non-player characters!
28 hidden object scenes!
16 stunning cinematics!",5,16
Star Wars Jedi Knight: Jedi Academy (Jewel Case) - PC,14.75,0.0,4.7,102,84,9,4,0,3,LucasArts,Adventure-game-genre, Action Video Games,0,0,0,Windows ME, Windows XP,"CD-ROM, DVD-ROM",Pc,0,"First-person Star Wars action/adventure, with a story-based singled-player campaign and a variety of multiplayer combat modes
Learn the ways of the Force from Master Luke Skywalker
Customize your character by choosing species, gender, clothing, and physical attributes such as hair and facial features
Create a custom lightsaber by choosing hilt design, blade color, and style: single, double, or dual sabers
Unique level selection system allows players to choose their own path through the game",5,74
Star Trek: Bridge Commander,-1.0,-1.0,4.5,104,80,3,12,3,3,ACTIVISION,Simulation Games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
Apex Legends - Gibraltar - PC [Online Game Code],20.0,0.0,4.7,8,6,0,1,0,0,Electronic Arts,Action_games, Strategy_games,16,February,2021,Windows 10,0,0,PC,0,"Included in the Gibraltar Edition
Exclusive Legendary“Kingof the Sea” Gibraltar skin
Legendary“Terror of the Deep” Devotionskin
Exclusive “Lone Shark” Gun Charm and “Making Waves” Badge
1,000 Apex Coins",5,28
Cars Mater-National Championship (PC Games),-1.0,-1.0,3.8,16,6,2,5,2,0,THQ,Car and Truck Racing and Flying Games,0,0,0,0,Windows XP,0,CD-ROM,"Pc, Windows",0,"This refurbished product is tested and certified to work properly. The product will have minor blemishes and/or light scratches. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, and may arrive in a generic box.",1,44
Mystery P.I.: The Lottery Ticket - PC,-1.0,-1.0,4.4,129,85,23,12,3,3,PopCap Games,Puzzle Games,0,0,0,0,Windows XP, Windows Vista,CD-ROM,Pc,0,"Investigate 20 locations
Find over 2,100 hidden objects
Solve 20 Make-A-Match puzzles
Play two addictive game modes: Find the Ticket and Unlimited Seek and Find
Play two addictive modes: Find the Ticket and Unlimited Seek & Find",5,37
Luxor: Quest for the Afterlife [Online Game Code],6.99,0.0,4.1,4,2,0,0,1,0,Mumbo Jumbo,Match_3_puzzle_games,0,11,November,2008,0,0,0,PC,0,0,0,0
Reel Deal Slots Nickels & More,-1.0,-1.0,4.3,35,24,2,4,0,3,Phantom EFX,Card Games,0,0,0,0,Windows XP,0,CD-ROM,Pc,0,Reel Deal Slots Nickels & More,1,6
Just Cause [Online Game Code],6.99,0.0,3.4,17,6,2,1,2,3,Square Enix,Action_games,0,1,September,2006,Windows XP, Windows,0,PC,0,"Revolution, defeat corruption, fights for justice and lead a nation to freedom in an open ended world where everything is possible!
The largest environment ever seen in a game! Over 1,024sq kilometres of land, sea and air, allowing complete gameplay freedom.
Over the top stunts! Jump from vehicle to vehicle, skydive, base jump, parasail… Your playground – 1,024 sq kilometres of mountains, jungles, beaches, cities and villages to explore, quire possibly the largest environment ever seen in the gaming world.
Freeform gameplay – approach missions in any way you like, or break off from the fight and enjoy exploring the islands landscape.
Massive selection of vehicles – over 100 of the most varied, exciting array of land, sea and air vehicles ever seen in a video game.",5,127
Labyrinths of the World: Shattered Soul [Download],6.89,0.0,3.5,21,7,4,2,2,3,ScreenSeven,Seek_and_find_games,0,8,April,2016,Windows Vista, Windows 8,0,PC,0,"Get ready for an exciting Hidden-Object adventure
Explore four fantastic worlds
Solve tricky riddles and challenging minigames
Save your sister's soul and stop a mad scientist",4,26
Galactic Civilizations II (Jewel Case),11.15,0.0,3.8,19,8,3,3,2,1,Stardock,Turn_based_strategy_games,0,0,0,0,Windows XP,0,CD-ROM,PC,0,"Direct your people's military as you battle to control the galaxy
Deep strategic elements as you establish your place - Ccolonize planets, establish trade routes, fight wars, research new technologies, sign treaties, build up a planet's industry&economy
Create entire fleets and develop them strategically
Multiple planets to explore and colonize - pick and choose what your planets will be used for",4,61
Minecraft: Story Mode- The Complete Adventure - PC,34.99,0.0,4.4,175,122,22,17,7,7,Telltale Games,Adventure-game-genre,0,0,0,0,Windows Vista, Windows XP,Blu-ray,PC,0,"Created by award-winning adventure game powerhouse Telltale Games, in partnership with Minecraft creators, Morang
You will drive the story through the decisions you make: what you say to people (and how you say it), and what you choose to do in moments of thrilling action will make this YOUR story
All eight episodes in the series on one disc for the first time, all five episodes of Season One and all three episodes of the Adventure Pass.",3,77
Rise of Nations Gold - PC,29.98,0.0,4.3,251,168,37,20,5,20,Ubisoft,Strategy Games,0,0,0,0,Windows NT, Windows ME,CD-ROM,PC,0,"Lead 1 of 24 diverse nations in this epic, historical, real-time strategy game
Engage in 5 single player campaigns and over 130 scenarios
Brings to life 6,000 years of history from the ancient age to the information age
6 new nations, 4 unique single-player campaigns, 20+ original units, and more
No online play available",5,54
Angry Brick Breaker 3D - Ball Block and Paddle Ultimate Brick Breaking Game [Download],0.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Mahadev Interactive,Action_games,0,21,November,2013,Windows Vista, Windows XP,0,PC,0,"8 unique levels with Huge Block Tree Towers
Lasers, Rockets and Nuke
Point Collection and Bonus
Various Power-ups (like Fire Ball, Bigger Ball, Weapon Reloads, etc)",4,26
Watch Dogs: Legion Deluxe - PC [Online Game Code],69.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Ubisoft,Action_games, Adventure_games,2,November,2021,Windows_10,0,0,PC,0,"Build a resistance from virtually anyone you see as you hack, infiltrate, and fight to take back a near-future London that is facing its downfall. Welcome to the Resistance
Recruit and play as anyone in the city. Everyone you see has a unique backstory, personality, and skill set
Hack armed droneTake the resistance one step further and fight with your friends in new missions in Online mode.s, deploy spider-bots, and take down enemies using an Augmented Reality Cloak",3,78
Amazing Adventures: The Lost Tomb - PC,21.41,0.0,4.4,177,122,23,14,12,5,PopCap Games,Adventure_games,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,"Find over 2,000 hidden objects in 20 Missions
Explore 22 unique Egyptian locations
Master 7 kinds of mini-game puzzle traps,
Play two game modes: Find the Lost Tomb",4,28
Creatures Albian Years [Download],10.0,0.0,3.3,13,5,2,0,1,3,Merge Games,Adventure_games, Simulation_games,10,May,2013,0,0,0,PC,0,"Creatures: The Albian Years is a compilation of Creatures 1 with both Life Kits, Creatures 2 with its Life Kit and 6 Official Object Packs
Unique gameplay centered around breeding and raising autonomous, computer-controlled Norns
A complex AI system that mimics real behaviors",3,43
Tom Clancy's Ghost Recon Advanced Warfighter 2 [Download],9.99,0.0,3.4,149,68,16,13,10,40,Ubisoft,Shooter_action_games,0,17,July,2007,Windows XP,0,0,0,1,0,0,0
Age of Mythology - PC,56.99,0.0,4.0,225,150,13,11,13,36,Microsoft,Strategy Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"The game is only played on the computer and is not available for online play.
In this exciting real-time strategy game, youplay as either the ancient Greeks, Norse or Egyptians. All three are vying for control of the world, and you must help your chosen side to succeed!
To control more territory, you'll have to arrange armies, handle diplomacy and manage trade
Technological improvements combine with supernatural power as you develop your sciences and call upon the ancient gods
Rain down lightning on an opposing army, demolish enemy camps with earthquakes, and sink a navy with a tidal wave -- you'll see it all happen in real-time with incredibly detailed special effects
You can also reinforce your armies with over 20 legendary monsters",6,123
"Batman: Arkham City - Action Video Game, PC",-1.0,-1.0,4.0,227,136,34,11,11,34,WB Games,Fighting_action_games,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"Follow-up to the award-winning hit Batman: Arkham Asylum
Explore the sprawling new game world of Arkham City, which is five times larger than the first game
Uncover a range of new and enhanced gameplay features
Interact with and battle against an all-star cast of classic Batman characters, vicious villains and despicable deviants
Become immersed in the all-new engaging storyline",5,59
The Chronicles of Riddick: Assault on Dark Athena [Download],19.99,0.0,3.3,244,112,21,9,14,85,Atari,Shooter_action_games,0,12,October,2010,Windows XP, Windows Vista,0,PC,0,0,0,0
LEGENDS OF DARKNESS A Hidden Object 6 PACK,9.99,0.0,3.6,18,7,1,5,0,3,On Hand Software,Adventure-game-genre,0,0,0,0,Windows XP, VISTA,DVD-ROM,Pc,0,Brand New in box. The product ships with all relevant accessories,1,11
Life Is Strange: True Colors Deluxe - PC [Online Game Code],69.99,0.0,5.0,2,2,0,0,0,0,Square Enix,Adventure_games,0,10,September,2021,Windows 8.1, Windows 8,0,PC,0,"THE TRUTH WILL HURT ,Discover the shocking secrets behind your brother’s death in an emotional roller-coaster of an adventure.
FEEL EVERYTHING,Change fate and change lives with the psychic power of Empathy.
FORGE DEEP RELATIONSHIPS,Build trust with the townsfolk – and embrace friendship or romance with Ryan and Steph.
A TRULY PERSONAL STORY,Make tough decisions and choose your own future. Freely roam the streets, stores, and hidden spaces of Haven Springs and meet unforgettable characters.",4,74
Mystery Tales: Alaskan Wild [Download],9.99,0.0,2.7,13,2,2,1,0,5,ScreenSeven,Seek_and_find_games,0,25,October,2016,Windows 8.1, Windows 8,0,PC,0,"Break a terrible curse in his spectacular Hidden Object adventure
Take on the form of wild animals and use their unique skills
Solve tricky puzzles and mind-bending minigames
Are you ready for the latest Hidden Object adventure from the developers of the top hit ""Mystery Tales: The Twilight World""?",4,49
FIFA 21: Champions - PC [Online Game Code],79.99,0.0,4.1,49,28,10,5,0,5,Electronic Arts,Sports_games,0,6,October,2020,Windows 8.1, Windows 7,0,PC,0,"Win as One in EA SPORTS FIFA 21, powered by Frostbite.
Whether it's on the streets or in the stadium, FIFA 21 has more ways to play than ever before
Including the UEFA Champions League and CONMEBOL Libertadores.",3,38
Jazzpunk [Online Game Code],14.99,0.0,3.7,7,4,0,0,0,2,Adult Swim Games,Adventure_games,0,7,February,2014,Windows Vista, Windows XP,0,PC,0,"Stereographic Polygony Soundeo™, NOW IN COLOURVISON.
A cast of over 360,000 polygons, working in concert.
For the first time ever, the human voice captured and preserved in CryoSonic Stasis™, thawed before your very ears during NPC exchanges (voice acting).
Half a dozen jokes; Contains 5% of recommended daily intake of vitamin C++
Original soundtrack featuring exotic percussion and homemade analog electronic instruments.",5,62
Vampire Hunters [Download],9.99,0.0,3.0,1,0,0,1,0,0,UIE,Action_games,0,31,May,2011,0,0,0,PC,0,0,0,0
Vampire: The Masquerade - Bloodlines 2: Blood Moon Edition [Online Game Code],89.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,Paradox Interactive,Role_playing_games,0,31,December,2022,Windows,0,0,PC,0,"Pre-Order Vampire: The Masquerade - Bloodlines 2 today for exclusive early access to the First Blood Pack, delivered at Day 1.
With the Bloodlines 2: Unsanctioned Blood Pack, call back to another, older Unsanctioned vampire's journey through the City of Angels.
Strange beings have ventured into Seattle, and threaten the Masquerade. Expand your Vampire: The Masquerade - Bloodlines 2 story into the Season of the Wolf.
Season of the Wolf includes two Story Packs which will take you deeper into the underbelly of Seattle and introduce some of the more fantastical denizens from the World of Darkness. Season of the Wolf also includes one major Expansion in which the vampires' greatest enemy enters Seattle.",4,114
Luxor Mahjong,7.99,0.0,2.5,10,2,1,2,0,5,Premium Casual Games,Puzzle Games,0,0,0,0,Windows XP,0,0,Pc,0,luxor mahjong,1,2
Luxor Mahjong,7.99,0.0,2.5,10,2,1,2,0,5,Premium Casual Games,Puzzle Games,0,0,0,0,Windows XP,0,0,Pc,0,luxor mahjong,1,2
The Sims 4: Eco Lifestyle - PC [Online Game Code],39.99,0.0,4.7,866,701,95,43,17,8,Electronic Arts,Adventure_games,0,4,June,2020,Windows 8.1, Windows 8,0,PC,0,"Sustainable living - reduce, reuse, and recycle! Not only is it good for the environment, but it saves you simoleons, too
Collaborative community - engage with your Neighborhood through the new Voting board, which features different Neighborhood action plans each week
Change the world - Settle your sim into a Neighborhood and watch it transform around you
Upcycled decor - your Sims will find a lot more than expected if they're brave enough to go dumpster diving",4,77
Stray Souls: Stolen Memories [Download],6.99,0.0,3.9,15,7,2,1,1,1,Alawar Entertainment,Seek_and_find_games,0,30,September,2016,Windows 8.1, Windows XP,0,PC,0,"48 locations
28 mini-games
14 HOG scenes
Shocking bonus chapter
HD wallpapers and concept art",5,15
IGT Slots: Diamond Galaxy,18.91,0.0,4.3,101,61,23,7,3,6,Masque Publishing,Casino Games,0,0,0,0,Windows 7 / Vista / XP, Mac OS 10.5+,CD-ROM,"Windows 7 / Vista / XP, Mac OS X 10.5+",0,"slot machine games for computer
produced in 2012
made in USA",3,11
