completeRejectedGamesList
https://www.amazon.com//Lost-Ark-Platinum-Founders-Edition/dp/B094TJD91Z/ref=sr_1_6390?keywords=PC-compatible+Games&qid=1641673228&s=videogames&sr=1-6390
