Name,Price,Discount,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
"Thrustmaster T16000M FCS Flight Pack - Joystick, Throttle and Rudder Pedals - T.A.R.G.E.T Software, PC",-1.0,-1.0,4.5,513,353,102,20,15,20,THRUSTMASTER,Accessory-games,0,0,0,0,Windows 10,0,Unknown format,"Pc, Electronic Games",0,"The T.16000M FCS FLIGHT PACK is composed of the T.16000M FCS (Flight Control System) flight stick, the TWCS (Thrustmaster Weapon Control System) throttle and the TFRP (Thrustmaster Flight Rudder Pedals)
The T.16000M FCS FLIGHT PACK is compatible with PC via USB in Windows 10, 8, 7 and Vista (32-bit and 64-bit)
The T.16000M FCS offers you a precision level greater than current systems, which will not decrease over time, thanks to the joystick's H.E.A.R.T technology (U.S. patent US08471815): 3D (Hall Effect) magnetic sensors technology offering awarded precision
The throttle's and the Rudder pedals' S.M.A.R.T (Sliding Motion Advanced Rail Tracks) technology delivers a unique system of slide rails for perfectly smooth sliding motion and precision
The T.A.R.G.E.T software allows you to load and create specific mapping profiles for each game",5,129
The Vanishing of Ethan Carter [Online Game Code],19.99,0.0,3.5,39,15,7,4,4,6,Nordic Games,Adventure_games,0,25,September,2014,Windows XP, Windows Vista,0,PC,0,"Explore and interact with the beautiful yet ominous world of Red Creek Valley, which was created with the use of revolutionary photogrammetry technology that allows for nearly photorealistic environments.
Communicate with the dead and see how they died in order to gather clues that help you piece together the truth behind Ethan's disappearance -- and the fate of his family.
Experience, in non-linear fashion, a story that combines the pleasures of pulp, private eye, and horror fiction, all of it inspired by writers such as Raymond Chandler, Algernon Blackwood, Stefan Grabinski, and H. P. Lovecraft.
Conduct the investigation on your own terms and at your own pace. Although there are a few scary bits in the game, players will have no need for sedatives. Our game is less about terror and more about clammy unease.",4,135
Rebel Cops Standard - PC [Online Game Code],9.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,THQ Nordic,Strategy_games,0,17,September,2019,Windows 7, Windows 10,0,PC,0,"Viktor Zuev, a sadistic crime boss new on the scene, has quickly taken the town of Ripton by the throat. The community's leaders and even the local police have surrendered to his will. A master of intimidation and blackmail, Zuev has seized every major business in town, all of which he now controls as his own private fiefdom. But an outlaw band of renegade cops refuse to bow. With little hope of success, they fight on -- for justice, and the soul of their town.
You're fighting a guerilla war, out-manned and out-gunned. Use concealment and cover, approach the enemy quietly, and take them down before they can raise the alarm. You have at your disposal an arsenal of non-lethal weapons and equipment, as well as special tactical perks, which you can unlock as you upgrade your rebels. True, sometimes violence seems inevitable, but when the time comes, don't hesitate: neither you nor the criminals have health bars. When someone is shot, they'll bleed out quickly, and getting a bullet in the head means instant death.
Rebel Cops features not only compact operations where you need to fight for every inch of ground, but also large open locations to explore -- the sandbox levels. Search each room, crack open safes and vaults, try to get into inaccessible areas -- and grab everything that looks useful. Stay together and proceed with caution, or accept the risks, fan out, and try to explore every corner.
Zuev's mercilessness is the key to his power. Can you defeat him without playing by his rules? Will you answer the needs of the desperate townspeople, even if it means putting the whole operation at risk? Will you spare civilian guards who are only doing their jobs? Some say that in war, you have to do whatever it takes to survive, but remember: reputation is more valuable than money. Bad blood on the street can easily put your good name in the mud. Merchants will refuse to do business with you, and even some of your own people might turn their backs on you.",4,347
Sherlock Holmes Chronicles - PC,-1.0,-1.0,3.9,9,5,1,0,1,1,Dreamcatcher,Adventure_games,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,0,0,0
Borderlands - PC,-1.0,-1.0,4.0,197,108,41,15,11,21,2K GAMES,Shooter_action_games,0,0,0,0,Windows XP,0,DVD-ROM,PC,0,"Borderlands supports 2-4 players via Games for Windows LIVE.
Borderlands is built from the ground up to be an intuitive co-operative experience for up to four players that rewards players who work together and invest in co-op skills. Split screen is also supported.
In this rpg shooter, choose one of four distinct characters, each with their own individual skill sets. As your character grows throughout this fast-paced FPS, you choose and customize your abilities to suit your style of play.
Jump behind the wheel and engage in high-speed vehicle-to-vehicle combat, complete with spectacular explosions and road-killed enemies.
Choose from literally hundreds of thousands of weapons, each with their own manufacturers, specifications, and advantages via a revolutionary content generation system.",5,119
Warcraft II: Tides of Darkness,-1.0,-1.0,3.8,13,7,1,0,0,3,Blizzard,Role-playing-game-genre,0,0,0,0,PC,0,CD-ROM,Pc,0,0,0,0
Farm Frenzy: Hurricane Season [Download],6.99,0.0,3.3,4,1,1,0,0,0,Alawar Entertainment,Time_management_game,0,31,March,2015,Windows Vista, Windows XP,0,PC,0,"* Bright and colorful visuals
* Simple point-and-click gameplay
* Awards for kicking Farm Frenzy butt!
* Hilarious stickers to collect!
* Learn-as-you-play tutorial",5,24
Let's Ride! Champions Collection - PC,-1.0,-1.0,3.8,16,9,2,0,0,4,Cokem International Ltd.,Action Games,0,0,0,0,Windows XP,0,"CD-ROM, DVD-ROM",Pc,0,0,0,0
MADDEN NFL 21 - MUT 500 Points Pack - PC [Online Game Code],4.99,0.0,3.5,9,4,1,0,0,2,Electronic Arts,Sports_games, Sports_and_outdoors_games,25,August,2020,Windows 10,0,0,PC,0,"Play - Hone your skills with Ultimate Team Challenges and go all out in different competitive modes to receive rewards that you can apply to your Ultimate Team campaign.
Collect - As you play, earn rewards like Mut Coins and packs to finesse your depth chart via strategic decisions.
Upgrade - Use rewards to build and upgrade your Ultimate Team. Flex your custom fantasy roster on the competition and showcase your creativity on the field.",3,75
One PIECE World Seeker [Deluxe] [Online Game Code],89.99,0.0,4.0,1,0,1,0,0,0,BANDAI NAMCO Entertainment,Adventure_games,0,14,March,2019,Windows 8.1, Windows 8,0,PC,0,0,0,0
Project Runway [Download],19.99,0.0,3.4,8,3,0,1,1,1,Atari,Simulation_games,0,9,March,2010,Windows XP, Windows Vista,0,PC,0,0,0,0
Christmas Tale - Santas Castle - Hidden Object Game [Download],1.99,0.0,4.4,4,2,0,1,0,0,Big Leap Studios PVT. LTD.,Puzzle_games,0,24,December,2013,Windows Vista, Windows XP,0,PC,0,"10 Fun Levels
Pinch to Zoom
40 Objects Per Level
400 Hidden Objects to Find
Level Map will Save Progress",5,20
Links LS 2000 - PC,-1.0,-1.0,3.6,31,12,4,5,5,2,Microsoft,Golf Games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
Links LS 2000 - PC,-1.0,-1.0,3.6,31,12,4,5,5,2,Microsoft,Golf Games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
Lilo & Stitch: Trouble in Paradise,29.99,0.0,4.2,5,3,0,0,0,0,Disney,Action Video Games, Hunting-game-genre,0,0,0,Windows 95/98/me/xp,0,CD-ROM,Pc,0,CD-ROM,1,1
Dragon Age 2 - PC,-1.0,-1.0,4.4,454,308,59,49,13,22,Electronic Arts,Role_playing_games,0,0,0,0,Mac OS X, Vista-XP,DVD-ROM,PC,0,"Enjoy the game's atypical, story-within-a-story nonlinear narrative style
Embark upon an all-new adventure that takes place across an entire decade and shapes itself around every decision you make
Determine your rise to power from a destitute refugee to the revered champion of the land
Think like a general and fight like a Spartan with dynamic new combat mechanics that put you right in the heart of battle whether you are a mage, rogue, or warrior
Go deeper into the world of Dragon Age with an entirely new cinematic experience that grabs hold of you from the beginning and never lets go",5,101
Call Of Juarez Game PC,10.73,0.0,4.4,2,0,1,0,0,0,Ascaron,Shooter-action-game-genre, Action Video Games,0,0,0,0,0,0,Pc,0,"Exploitation of physics and innovating simulation of fire, liquids, dust, smoke and gas.
Amazing graphics that fully exploit the potential of the latest video cards.
Play either of two characters with their specific gameplay style and abilities.
All the western in a video game: horseback riding on never-ending maps, horseback fights, train robbery, gun fights, and more!
Screenplay inspired by the most famous westerns of the 1970s and 80's.",5,69
The Sims 4 Courtyard Oasis - PC [Online Game Code],4.99,0.0,4.7,61,50,4,6,0,0,Electronic Arts,Adventure_games, Strategy_games,18,May,2021,Windows 10,0,0,PC,0,"Construct a dreamy, stylish courtyard for the family to enjoy.
Play with filigree designs, vivid colors, and intricate tile patterns.
Decorate with hanging lanterns, resplendent textiles, and tropical plants.
Invite a refreshing breeze and bright sunlight into the home with new columns and archways",4,44
Afterfall InSanity Extended Edition [Online Game Code],9.99,0.0,4.0,4,2,0,1,0,0,Nicolas Games,Action_games,0,3,December,2012,0,0,0,PC,0,0,0,0
Afterfall InSanity Extended Edition [Online Game Code],9.99,0.0,4.0,4,2,0,1,0,0,Nicolas Games,Action_games,0,3,December,2012,0,0,0,PC,0,0,0,0
Battleship/Trouble/Perfection Collection - jc - PC,-1.0,-1.0,3.2,3,0,0,0,0,1,ValuSoft,Board_games,0,0,0,0,Windows Vista, Windows XP,CD-ROM,PC,0,"Battleship: ""You sank my Battleship!“ Engage in a naval battle, sinking your opponent’s ships before your entire fleet is discovered and destroyed
Trouble: Race-ahead and then get bumped back in this classic family favorite! Move your pawns around the board and into home base first to win
Perfection: Are you ready for frantic shape matching action? Race against the clock to match all the shapes before they pop up",3,69
3D Ultra Pinball Lost Continent - PC/Mac,-1.0,-1.0,4.2,12,8,1,0,0,1,Vivendi Universal,Arcade-game-genre,0,0,0,0,Windows ME, Windows 95,CD-ROM,Mac;pc,0,"PC CD ROM
Arcade
Action/Adventure
simulation
Pinball",5,7
Nancy Drew Double Dare 3 - PC,-1.0,-1.0,4.8,8,6,1,0,0,0,Atari,Adventure_games,0,0,0,0,Windows Vista, Windows XP,CD-ROM,Pc,0,"Get on horseback and ride the range at Shadow Ranch, as you search for clues
At Blackmoor Manor, listen to the townfolk whisper of witches and monsters, and try to find out why your newlywed friend hides behind thick bed curtains
In-game cellular phone dials up hints and Web searches
Erase blunders and rookie detective mistakes by using the Second Chance option
Two levels of difficulty for enhancing the challenge",5,70
"Kentucky Route Zero, Complete [Online Game Code]",24.99,0.0,3.0,3,0,0,0,0,1,Cardboard Computer,Adventure_games,0,7,January,2013,0,0,0,Mac,0,0,0,0
Company of Heroes 2: All Out War Edition (PC) (64-Bit),37.59,0.0,5.0,4,4,0,0,0,0,SEGA,Dark irk, Strategy game,0,0,0,Windows 8, Windows 10,CD-ROM,Pc,0,"Includes Ardennes Assault, The Western Front Armies, The British Forces, plus all additional generals and more!
The current part of the award winning real-time strategy series Company of Heroes
Captivating single-player campaign where each battle tells its own story
Experience explosive next generation warfare with ESSENCE ENGINE 3.0 technology",4,49
Lego Star Wars: The Video Game,-1.0,-1.0,4.0,173,100,22,12,22,13,WB Games,Action Games,0,0,0,0,Windows XP, Windows 2000,CD-ROM,Pc,0,"Compete in action packed lightsaber duels against Darth Maul
Experience mind-blowing space battles in your starfighter
Use the Force to construct items that access secret areas and help you overcome obstacles
Play as many favorite characters such as Obi-Wan Kenobi, Anakin Skywalker, Yoda and more!
Minimum System Requirements - Opeating System - Microsoft Windows 2000/XP (admin rights required) / CPU - Pentium III 1.0gHz (or Athlon equivalent) / RAM - 256 MB System Memory / Graphics - 100% DirectX 9 compatible 32MB Direct3D card with Pixel Shader support / Sound - 100% DirectX 9 compatible Sound Card / CD-Rom - Optical Drive CD-Rom Drive / Hard Drive - 500mb free space / Input Devices - Keyboard or Gamepad",5,118
Freedom Force Vs. The Third Reich - PC,8.93,0.0,4.0,29,15,4,2,2,2,Square Enix,Role Playing Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Help Freedom Force save the world from the evil axis powers
Brand new chapter in the ever-expanding Freedom Force universe
6 new playable heroes from 2 distinct eras of comic books
A hoard of new villains bent on world domination; radically enhanced graphics
Vastly improved multiplayer, including several completely new modes",5,51
Fast & Furious Crossroads Standard Edition - PC [Online Game Code],59.99,0.0,-1.0,-1,-1,-1,-1,-1,-1,BANDAI NAMCO Entertainment,Action_games,0,7,August,2020,Windows 8, Windows 7,0,PC,0,"PLAY AS THE CREW — Rev-up for an oﬃcial new chapter in the Fast & Furious universe as the blockbuster ﬁlm series’ Dom, Letty and Roman – voiced by original ﬁlm talent – return and put you at the center of the story. — Featuring new crew members Vienna, voiced by Sonequa Martin-Green (The Walking Dead, Star Trek: Discovery), and Cam, voiced by
GEAR UP FOR ALL THE CARS, GADGETS, AND LOCATIONS — Drive iconic cars all curated with Dennis McCarthy, the oﬃcial Fast & Furious car coordinator. — Go on thrilling adventures across the globe – from the hot sands of Morocco and the glitz of Athens and Barcelona to the neon-lit streets of New Orleans. — Deploy familiar gadgets from the movies and explore new ones to take down the enemy.
TEAM UP FOR UNIQUE MULTIPLAYER FUN — Get your own crew online for revolutionary team-based action. — Level up to unlock new cars, customizations, gadget upgrades, vehicle wraps, personalization items, and more. — Unlock bonus content. — Track and compare your Fast & Furious Crossroads experience with all your stats, match histories, achievements, trophies, and more with friends via the God’s Eye-like MOSAIC system.",3,197
The Sims 2 University Life Collection - PC,-1.0,-1.0,4.7,216,179,19,8,2,4,Electronic Arts,Artificial_life_simulation_games,0,0,0,0,Windows Vista, Windows XP,DVD-ROM,PC,0,"Includes The Sims 2 University, The Sims 2 IKEA Stuff and The Sims 2 Teen Style Stuff.
New Young Adult Age Group - Now your Sims have the opportunity to alter their life goals and lose their innocence.
Become the Big Sim on Campus - Your Sims now have wants and fears tied to their social and academic life.
College Lifestyle - Join a band, crash parties, find a part-time job, or get initiated into a secret society, print money, and cheat on your studies. How will your Sims enjoy their college years?
Design your Sims' Dorms - All-new sofas, beds, tables, TV units, and more. Give your Sims living space personality and a truly unique look.",5,117
Dungeons and Dragons Neverwinter Nights: The Complete Collection,-1.0,-1.0,3.9,83,42,17,6,4,12,Atari,Role_playing_games,0,0,0,0,Windows 7;Windows Vista;Windows XP,0,DVD-ROM,PC,0,"Out of Print, Brand New, Factory Sealed, Collector's Keep",1,9
Final Fantasy VII,-1.0,-1.0,3.6,122,59,12,15,13,20,Square Enix,Role_playing_games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
The Harvest [Online Game Code],6.99,0.0,5.0,2,2,0,0,0,0,Microsoft,Action_games,0,25,October,2013,Windows 7,0,0,PC,0,"Synchronous Co-Op Multiplayer
A huge arsenal of upgrade options
A deep and intriguing story line that will keep you coming back for more",3,23
Cluefinders Reading Adventures Ages 9-12,17.95,0.0,3.9,42,26,2,1,2,7,SelectSoft,Childrens Early Learning Software,0,0,0,0,0,0,CD-ROM,Mac;pc,1,"Find the missing Amulet before the planet is destroyed by the sorceress Malicia!
Build reading comprehension, spelling, grammar, vocabulary, and critical thinking skills
4 Skill Levels. Action-Packed Arcade & Problem-Solving Play.
Detailed Help. Customized Workbooks. Printable Activities
Windows XP, Vista, 7 compatible",5,42
CSI: 3 Dimensions of Murder - PC,-1.0,-1.0,4.4,68,52,2,3,2,6,Ubisoft,Strategy-game-genre,0,0,0,0,Windows XP,0,CD-ROM,Pc,0,"New 3D graphics let you move around the crime scene and get a close-up look -- you'll feel like you're really using the tools for collection and detection of evidence
Five new cases with deeper plot lines with shocking twists - all with improved character interaction and longer more immersive cases
Use the GMC Mobile Analysis Unit -- the same Mobile Crime Lab that CSI uses to analyze evidence quickly in the field
Work with high tech tools like Mikrosil casting material, magnetic powder for enhanced finger print analysis and Luminol for detecting traces of blood evidence",4,97
UNO Flip! - PC [Online Game Code],4.99,0.0,5.0,1,1,0,0,0,0,Ubisoft,Card_games, Strategy_games,17,March,2020,Windows 8, Windows 7,0,PC,0,"Play nice with the Light Side action cards or spice things up with these Dark Side ones:
Draw Five card: The next player must draw five cards and lose their turn.
Skip Everyone card: All players lose their turn.
Wild Draw Color card: The next player must draw until they get a color of your choice (no matter how many cards they have to draw to do so) and lose their turn.
Bring your UNO matches to the next level with UNO FLIP!",5,83
Fast Food Tycoon 2 - PC,-1.0,-1.0,3.6,15,6,3,3,0,3,ACTIVISION,Life_simulation_strategy_games,0,0,0,0,Windows ME, Windows 95,CD-ROM,Pc,0,0,0,0
Alice: Madness Returns - Playstation 3,-1.0,-1.0,4.7,1165,920,139,58,23,23,Electronic Arts,Fantasy_action_games,0,0,0,0,PlayStation 3,0,0,PlayStation 3,1,"Use multiple upgradeable melee weapons, including the explosive Teapot Cannon, the punishing Hobby Horse, and the classic Vorpal Blade
Encounter familiar, but now strange characters including the Cheshire Cat, the Mad Hatter, the Catapillar and the Red Queen
Obtain peculiar abilities in Wonderland such as floating with Alice's dress, shrinking and growing to towering sizes in order to crush enemies
Intuative and rewarding puzzles such as transforming obstacles, musical memories chess and picture blocks
Delight in the whims of the ever-changing visual aspects of the gameworld which visually affect everything in the game, including Alice and her attire",5,98
Shark Tale - PC,-1.0,-1.0,4.9,9,7,1,0,0,0,ACTIVISION,Adventure Games,0,0,0,0,Windows ME, Windows XP,CD-ROM,Pc,0,"Play Oscar the fast-talking fish and dive in to the urban, underwater metropolis
Explore locations like the Whale Wash, Sunken Liner and the Seahorse Race Track underworld hideout
Dodge traffic, fend off great white sharks
Bust some serious Fish Fu in challenging fighting sequences
Bust a move with stylin' hip-hop dance moves",5,52
Dungeon Siege 2: Broken World Expansion Pack - PC,8.15,0.84,3.9,72,42,8,4,6,10,2K,Role_playing_games,0,0,0,0,Windows XP,0,CD-ROM,Pc,0,"Players choose battle comrades to build a party of up to six members; parties can be honed over time using an all-new character development system
Each class now has access to unique Heroic Powers that are capable of turning the tide of battle
Players can now choose from a number of exotic creatures with special abilities that adventure and grow alongside players
The new SFX engine in ""Dungeon Siege II"" takes visual special effects to the next level
""Dungeon Siege II"" introduces a new Flick authoring system providing a new level of in-engine cinematic storytelling",5,95
Remington Super Slam Hunting: Africa [Download],9.99,0.0,2.6,8,1,1,1,0,3,Mastiff,Sports_games, Shooter_action_games,9,November,2010,0,0,0,PC,0,"Fast-paced arcade hunting action.
Outfit your hunter with an array of over 30 weapons, scopes and hunting accessories.
Hunt over 15 big game animals, including the Big 5: Leopard, Buffalo, Rhino, Lion and Elephant
1-4 players in co-op and challenge modes. Online leaderboard.
Variety of weather conditions including rain, fog, wind and even a raging brushfire. Hunt day and night, rain or shine.",5,63
